fighter_name,Height,Weight,Reach,Stance,DOB,fighter_name
347,"5' 10""",155 lbs.,"70""",Orthodox,"Apr 21, 1989",Mike Breeden
348,"6' 3""",185 lbs.,"73""",Southpaw,"Sep 26, 1991",Tom Breese
349,"5' 8""",170 lbs.,,Orthodox,"Oct 12, 1971",Chris Brennan
350,"5' 10""",155 lbs.,"70""",Orthodox,"Feb 09, 1981",Charlie Brenneman
351,"5' 11""",155 lbs.,,,,Robert Breslin
352,,205 lbs.,,,,Mack Brewer
353,"6' 3""",205 lbs.,"76""",Southpaw,"Apr 01, 1996",Marcos Brigagao
354,"5' 11""",205 lbs.,"71""",Orthodox,"Jul 07, 1975",Jason Brilz
355,"5' 4""",135 lbs.,"71""",Southpaw,"Apr 06, 1985",Marcus Brimage
356,"6' 3""",205 lbs.,,Orthodox,"Nov 12, 1974",Aaron Brink
357,"5' 8""",135 lbs.,"69""",Orthodox,"Oct 22, 1980",Henry Briones
358,"6' 1""",170 lbs.,,Orthodox,"Nov 27, 1977",Marcelo Brito
359,"6' 1""",205 lbs.,"77""",,"May 09, 1978",Antwain Britt
360,,,,,,Drew Brokenshire
361,"6' 0""",155 lbs.,,,"Jan 05, 1979",Mike Bronzoulis
362,"6' 0""",145 lbs.,"74""",Southpaw,"Aug 13, 1985",Jonathan Brookins
363,"5' 10""",155 lbs.,"72""",Orthodox,"Oct 08, 1986",Will Brooks
364,"5' 3""",125 lbs.,"62""",Switch,"May 02, 1993",Jarred Brooks
365,"6' 2""",265 lbs.,"74""",Orthodox,"Mar 03, 1983",Rob Broughton
366,"6' 1""",205 lbs.,,,"Oct 04, 1974",Lee Brousseau
367,"6' 0""",170 lbs.,"75""",Orthodox,"Jan 10, 1981",Matt Brown
368,"5' 6""",145 lbs.,"70""",Orthodox,"Sep 08, 1975",Mike Brown
369,"5' 11""",190 lbs.,,,"Jun 04, 1982",Dominic Brown
370,"5' 11""",205 lbs.,,Orthodox,"Dec 13, 1976",Todd Brown
371,,185 lbs.,,,"Apr 13, 1983",Terrell Brown
372,,170 lbs.,,,,Chris Brown
373,"6' 0""",235 lbs.,,,,Frederick Brown
374,"6' 3""",170 lbs.,"78""",Orthodox,"Jul 08, 1990",Randy Brown
375,"5' 10""",155 lbs.,"68""",Orthodox,"Dec 25, 1984",Damien Brown
376,"5' 9""",145 lbs.,"72""",Switch,"May 22, 1990",TJ Brown
377,"5' 10""",145 lbs.,,,"Nov 03, 1984",Humberto Brown Morrison
378,"6' 6""",255 lbs.,"79""",Orthodox,"Jul 17, 1982",Travis Browne
379,"5' 9""",155 lbs.,,Orthodox,"May 12, 1984",Junie Browning
380,"6' 0""",205 lbs.,,Southpaw,"Aug 16, 1977",Jules Bruchez
381,"5' 9""",170 lbs.,,Orthodox,,Justin Bruckmann
382,"6' 0""",205 lbs.,"72""",Orthodox,"May 16, 1994",Cody Brundage
383,"5' 10""",170 lbs.,,Orthodox,"Nov 03, 1981",Steve Bruno
384,"5' 6""",145 lbs.,,,"Feb 24, 1982",Fernando Bruno
385,"6' 1""",185 lbs.,"77""",Southpaw,"Jan 04, 1984",Derek Brunson
386,"5' 10""",185 lbs.,,Orthodox,"Apr 23, 1980",Josh Bryant
387,"6' 0""",205 lbs.,,Orthodox,"Oct 18, 1985",Dennis Bryant
388,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 22, 1983",Justin Buchholz
389,"5' 10""",170 lbs.,,,,Zak Bucia
390,"5' 10""",135 lbs.,,Orthodox,"Mar 19, 1982",Courtney Buck
391,"5' 10""",185 lbs.,"76""",Southpaw,"Apr 27, 1994",Joaquin Buckley
392,"5' 7""",145 lbs.,"67""",,"Jul 04, 1983",Julia Budd
393,"5' 9""",145 lbs.,"68""",Orthodox,"Aug 08, 1974",Mike Budnik
394,"5' 9""",225 lbs.,,Orthodox,,Francisco Bueno
395,"5' 6""",135 lbs.,"66""",Orthodox,"Aug 22, 1991",Mayra Bueno Silva
396,"6' 2""",245 lbs.,"77""",Orthodox,"Jan 16, 1974",Paul Buentello
397,"6' 3""",205 lbs.,"78""",Switch,"Feb 10, 1994",Modestas Bukauskas
398,"6' 2""",286 lbs.,,Orthodox,,Lee Kwan Bum
399,"6' 1""",170 lbs.,,,,Josh Bumgarner
400,"5' 5""",135 lbs.,,,"Mar 19, 1983",Shawn Bunch
401,"5' 9""",135 lbs.,"69""",Orthodox,"Mar 01, 1989",Wuliji Buren
402,"5' 11""",145 lbs.,"75""",Orthodox,"Mar 19, 1991",Shane Burgos
403,"5' 10""",170 lbs.,"72""",Orthodox,"Apr 10, 1980",Joshua Burkman
404,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 06, 1994",Mads Burnell
405,"5' 6""",170 lbs.,,Orthodox,"Apr 12, 1974",Mikey Burnett
406,"5' 10""",170 lbs.,"74""",Orthodox,"Mar 03, 1980",Kevin Burns
407,"5' 10""",170 lbs.,"71""",Orthodox,"Jul 20, 1986",Gilbert Burns
408,"6' 1""",244 lbs.,,,"May 15, 1978",Josh Burns
409,"5' 9""",145 lbs.,"73""",Orthodox,"Feb 02, 1988",Herbert Burns
410,,155 lbs.,,,,Derrick Burnsed
411,"5' 11""",170 lbs.,,Orthodox,"Feb 05, 1990",Nah-Shon Burrell
412,"5' 9""",145 lbs.,,Orthodox,"Jan 06, 1991",Martin Buschkamp
413,"6' 1""",205 lbs.,,,,George Bush
414,"6' 0""",185 lbs.,,Orthodox,"Jul 24, 1985",Bubba Bush
415,"6' 2""",183 lbs.,,Orthodox,"Jul 30, 1966",Murilo Bustamante
416,"5' 9""",170 lbs.,,,,Nick Bustamante
417,"5' 8""",135 lbs.,,,"Jun 02, 1987",Eduardo Bustillos
418,"6' 3""",185 lbs.,,,"Oct 23, 1984",Jason Butcher
419,"6' 1""",200 lbs.,,Southpaw,,Todd Butler
420,,,,,,Goldman Butler
421,"5' 8""",155 lbs.,,,,Ian Butler
422,"6' 3""",261 lbs.,,,"Jan 04, 1984",Raphael Butler
423,"5' 6""",125 lbs.,"66""",Orthodox,"Apr 30, 1996",JP Buys
424,"5' 3""",115 lbs.,"63""",Switch,"Jun 25, 1995",Cheyanne Buys
425,"5' 9""",145 lbs.,"71""",Switch,"Oct 01, 1997",Dennis Buzukja
426,"5' 10""",185 lbs.,"73""",Orthodox,"Oct 11, 1983",Charles Byrd
427,"6' 0""",170 lbs.,,Orthodox,,Steve Byrnes
428,"5' 11""",155 lbs.,,,"Jul 17, 1990",Michael Byrnes
429,"5' 11""",155 lbs.,"73""",Orthodox,"May 13, 1983",Yan Cabral
430,"5' 6""",125 lbs.,,Orthodox,,Alvin Cacdac
431,"5' 10""",145 lbs.,"73""",Southpaw,"Jun 20, 1988",Alex Caceres
432,"5' 6""",145 lbs.,"68""",Orthodox,"Nov 07, 1989",Vince Cachero
433,"5' 7""",125 lbs.,"65""",Orthodox,"Aug 19, 1988",Priscila Cachoeira
434,"5' 8""",145 lbs.,,Orthodox,,Travis Calanoc
435,"5' 9""",125 lbs.,,,"Oct 10, 1982",Ricky Calatayud
436,"5' 6""",125 lbs.,"65""",Orthodox,"Dec 23, 1985",Joanne Calderwood
437,"5' 10""",135 lbs.,,,"Dec 19, 1987",Darrion Caldwell
438,"5' 10""",155 lbs.,,,"May 21, 1991",Taylor Callens
439,"5' 4""",115 lbs.,"64""",Orthodox,"Jul 13, 1987",Cynthia Calvillo
440,"5' 9""",155 lbs.,,Orthodox,"Mar 10, 1972",Joe Camacho
441,"5' 10""",170 lbs.,"73""",Orthodox,"May 18, 1989",Frank Camacho
442,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 23, 1978",Fabricio Camoes
443,"6' 2""",185 lbs.,"75""",Orthodox,"Nov 20, 1986",Chris Camozzi
444,"6' 2""",170 lbs.,"78""",Orthodox,"Jun 24, 1991",Brian Camozzi
445,"5' 9""",155 lbs.,,Southpaw,,Mike Campbell
446,,,,,,Thomas Campbell
447,"6' 0""",155 lbs.,"71""",Orthodox,"Jan 21, 1987",Shane Campbell
448,"5' 9""",235 lbs.,,Orthodox,,John Campetella
449,"5' 6""",145 lbs.,,Southpaw,"Jul 31, 1981",Wagner Campos
450,"5' 9""",155 lbs.,,,"Apr 01, 1988",Derek Campos
451,"5' 9""",125 lbs.,"70""",Orthodox,"May 27, 1986",Will Campuzano
452,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 25, 1995",Aleksa Camur
453,"5' 6""",125 lbs.,"66""",Orthodox,"Jan 26, 1985",Chico Camus
454,"5' 10""",225 lbs.,,,,Asbel Cancio
455,"5' 8""",125 lbs.,"67""",Southpaw,"Jun 04, 1991",Carlos Candelario
456,"5' 6""",125 lbs.,,Southpaw,"Apr 24, 1989",Ronaldo Candido
457,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 24, 1981",Luiz Cane
458,"5' 6""",135 lbs.,"68""",Southpaw,"Dec 19, 1979",Guido Cannetti
459,"5' 11""",185 lbs.,"77""",Switch,"Mar 16, 1984",Jared Cannonier
460,"6' 4""",240 lbs.,,Orthodox,"Jul 02, 1964",Jose Canseco
461,"5' 8""",155 lbs.,,,,Cody Canterbury
462,"6' 2""",235 lbs.,,Orthodox,"Feb 08, 1969",Bo Cantrell
463,"6' 2""",185 lbs.,"75""",Orthodox,"Dec 08, 1986",Steve Cantwell
464,"5' 8""",135 lbs.,"70""",Orthodox,"Jun 05, 1992",Phil Caracappa
465,,,,,,Frank Caracci
466,"5' 8""",145 lbs.,,Orthodox,"Apr 16, 1982",Gina Carano
467,"6' 4""",225 lbs.,,Orthodox,"May 25, 1977",Dos Caras Jr.
468,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 04, 1984",Bryan Caraway
469,,135 lbs.,,,,Remo Cardarelli
470,"5' 11""",155 lbs.,,,"Jul 09, 1976",Phil Cardella
471,,145 lbs.,,,,Edgar Cardenas
472,"5' 3""",125 lbs.,"64""",Southpaw,"May 27, 1981",Chris Cariaso
473,,125 lbs.,,,,Ronald Carillo
474,"6' 8""",245 lbs.,,Orthodox,,Rafael Carino
475,,170 lbs.,,,,Don Carlo-Clauss
476,"6' 2""",185 lbs.,"79""",Orthodox,"Mar 16, 1990",Antonio Carlos Junior
477,"5' 8""",145 lbs.,"71""",Switch,"May 06, 1993",Spike Carlyle
478,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 11, 1981",Francis Carmont
479,"5' 6""",125 lbs.,"66""",Orthodox,"Feb 19, 1984",Liz Carmouche
480,"5' 11""",170 lbs.,"76""",Orthodox,"Jun 02, 1978",Roan Carneiro
481,"5' 2""",115 lbs.,"61""",Orthodox,"Nov 17, 1992",Ariane Carnelossi
482,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 11, 1993",Luana Carolina
483,"6' 1""",185 lbs.,,Orthodox,"Jul 24, 1987",Tim Caron
484,"5' 6""",135 lbs.,,,,Gabriel Carrasco
485,"5' 10""",155 lbs.,,,,Cody Carrillo
486,"5' 8""",155 lbs.,,Orthodox,"Jul 22, 1986",Cain Carrizosa
487,"5' 10""",170 lbs.,,,,Roger Carroll
488,"5' 10""",155 lbs.,,,,Jonny Carson
489,"6' 2""",215 lbs.,,,,Scott Carson
490,"5' 10""",170 lbs.,,Southpaw,"May 03, 1972",Shonie Carter
491,"5' 8""",154 lbs.,,,"Jun 07, 1982",Bruno Carvalho
492,"5' 9""",145 lbs.,"70""",Orthodox,"May 30, 1979",Antonio Carvalho
493,"6' 3""",185 lbs.,,,"Jul 27, 1986",Rafael Carvalho
494,"6' 2""",265 lbs.,"80""",Orthodox,"Jan 04, 1975",Shane Carwin
495,"5' 10""",155 lbs.,"72""",Orthodox,"Jun 28, 1989",Johnny Case
496,"5' 11""",185 lbs.,"77""",Southpaw,"Jun 15, 1981",Kevin Casey
497,"5' 7""",125 lbs.,"67""",Orthodox,"May 05, 1987",Cortney Casey
498,"6' 5""",255 lbs.,,Orthodox,,Brandon Cash
499,"5' 5""",145 lbs.,,Southpaw,"Jun 10, 1980",Bendy Casimir
500,"5' 10""",212 lbs.,,Orthodox,,Dwayne Cason
501,"6' 3""",205 lbs.,,,"Jan 19, 1988",Joe Cason
502,"5' 6""",135 lbs.,"71""",Switch,"Dec 18, 1991",John Castaneda
503,"5' 8""",145 lbs.,,,,Eric Castile
504,"5' 9""",170 lbs.,,Southpaw,"Oct 21, 1965",Gil Castillo
505,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1979",Danny Castillo
506,"5' 11""",185 lbs.,,Orthodox,,Raul Castillo
507,"5' 2""",125 lbs.,,,"May 05, 1982",Jenna Castillo
508,"5' 11""",235 lbs.,,Orthodox,,Tim Catalfo
509,"6' 0""",185 lbs.,"72""",Southpaw,"Sep 01, 1981",Nick Catone
510,"5' 7""",155 lbs.,,Orthodox,"Nov 30, 1980",Luke Caudillo
511,"5' 8""",155 lbs.,"71""",Orthodox,"Jul 06, 1983",Gesias Cavalcante
512,"6' 1""",205 lbs.,"74""",Orthodox,"Apr 14, 1980",Rafael Cavalcante
513,"6' 5""",185 lbs.,"79""",Orthodox,"Apr 10, 1982",Magnus Cedenblad
514,"5' 8""",155 lbs.,"69""",Orthodox,"Feb 12, 1985",Yosdenis Cedeno
515,"5' 4""",135 lbs.,"64""",Orthodox,"Feb 09, 1987",Henry Cejudo
516,"6' 2""",170 lbs.,,,"Jun 26, 1985",Adam Cella
517,"6' 1""",155 lbs.,"73""",Orthodox,"Mar 29, 1983",Donald Cerrone
518,"5' 10""",155 lbs.,,,"Dec 15, 1984",Jared Chaffee
519,"6' 0""",170 lbs.,"75""",Orthodox,"Jun 17, 1993",Luan Chagas
520,"5' 9""",170 lbs.,,Orthodox,"Oct 30, 1979",Ansar Chalangov
521,"5' 3""",115 lbs.,"63""",Southpaw,"Oct 25, 1978",Alex Chambers
522,"5' 8""",155 lbs.,,,"Apr 24, 1986",Michael Chandler
523,"5' 11""",178 lbs.,,Southpaw,,Donnie Chappell
524,"6' 1""",260 lbs.,,Southpaw,,Joe Charles
525,"6' 2""",228 lbs.,,,"Sep 24, 1985",Dan Charles
526,"5' 8""",145 lbs.,"70""",Orthodox,"Jun 27, 1983",Ernest Chavez
527,"5' 9""",145 lbs.,,,,Emilio Chavez
528,"5' 8""",145 lbs.,"67""",Orthodox,"Mar 14, 1987",Danny Chavez
529,"6' 1""",185 lbs.,,Switch,"Apr 03, 1986",Gabriel Checco
530,"5' 11""",170 lbs.,,Orthodox,"Feb 07, 1985",Albert Cheng
531,"6' 1""",205 lbs.,,Southpaw,"Nov 25, 1994",Fabio Cherant
532,,205 lbs.,,,,Ion Cherdivara
533,"5' 7""",145 lbs.,"69""",Orthodox,"May 12, 1986",Mark Cherico
534,"5' 11""",135 lbs.,"72""",Orthodox,"Jul 27, 1991",Macy Chiasson
535,"6' 1""",170 lbs.,"75""",Southpaw,"Dec 07, 1987",Michael Chiesa
536,"6' 0""",145 lbs.,"74""",Orthodox,"Aug 25, 1988",Giga Chikadze
537,"6' 2""",170 lbs.,"75""",Orthodox,"May 01, 1994",Khamzat Chimaev
538,"5' 11""",155 lbs.,,,"Mar 11, 1984",Sako Chivitchian
539,"6' 2""",230 lbs.,,Orthodox,"Jun 27, 1970",Mu Bae Choi
540,"7' 2""",330 lbs.,,Orthodox,"Oct 30, 1980",Hong Man Choi
541,"5' 10""",145 lbs.,"70""",Orthodox,"Apr 10, 1991",Dooho Choi
542,"6' 0""",145 lbs.,"74""",Orthodox,"Nov 03, 1992",SeungWoo Choi
543,"5' 11""",155 lbs.,"74""",Orthodox,"Dec 17, 1983",John Cholish
544,"5' 9""",170 lbs.,"70""",Orthodox,"Oct 08, 1976",Ryo Chonan
545,"5' 9""",125 lbs.,"68""",Orthodox,"Dec 28, 1988",Katlyn Chookagian
546,"6' 4""",145 lbs.,,Switch,"Sep 08, 1990",Will Chope
547,"6' 3""",205 lbs.,"76""",Orthodox,"Nov 07, 1978",Joachim Christensen
548,"6' 8""",265 lbs.,,Orthodox,"Apr 26, 1972",Dan Christison
549,"5' 9""",155 lbs.,,Orthodox,"Jul 30, 1987",Anthony Christodoulou
550,"5' 11""",185 lbs.,,Orthodox,,Murad Chunkaiev
551,"5' 11""",155 lbs.,"72""",Orthodox,"Sep 27, 1990",Cameron Church
552,"6' 0""",170 lbs.,,,,Steven Ciaccio
553,"6' 0""",235 lbs.,,Orthodox,"Oct 28, 1979",Mike Ciesnolevicz
554,"5' 1""",115 lbs.,"62""",Orthodox,"Jun 26, 1992",Hannah Cifers
555,"6' 1""",215 lbs.,,Orthodox,"Oct 03, 1954",Branko Cikatic
556,,,,Orthodox,,Nikolajus Cilkinas
557,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 27, 1987",Misha Cirkunov
558,"5' 11""",170 lbs.,,,"Feb 05, 1980",Johnny Cisneros
559,"5' 11""",170 lbs.,,Orthodox,"Dec 02, 1973",Laverne Clark
560,"6' 2""",185 lbs.,,Orthodox,"Feb 16, 1985",Logan Clark
561,"6' 3""",224 lbs.,,Orthodox,,Mychal Clark
562,"5' 10""",155 lbs.,,,"Aug 01, 1985",Dominic Clark
563,"5' 6""",115 lbs.,"64""",Orthodox,"Sep 19, 1980",Heather Clark
564,"6' 0""",205 lbs.,"75""",Orthodox,"Apr 12, 1990",Devin Clark
565,"5' 5""",125 lbs.,"64""",Orthodox,"Nov 28, 1987",Jessica-Rose Clark
566,,170 lbs.,,,"Aug 15, 1977",John Clarke
567,"5' 10""",155 lbs.,"73""",Orthodox,"Nov 24, 1985",Mitch Clarke
568,"5' 9""",155 lbs.,"72""",Southpaw,"Mar 31, 1976",Rich Clementi
569,"5' 10""",170 lbs.,"70""",Orthodox,"Feb 09, 1976",Chris Clements
570,,160 lbs.,,,,RJ Clifford
571,"5' 6""",145 lbs.,,Orthodox,"Jul 11, 1981",Josh Clopton
572,"5' 11""",155 lbs.,,Orthodox,,Brian Cobb
573,"5' 9""",185 lbs.,,,"Aug 04, 1980",Darryl Cobb
574,"5' 6""",155 lbs.,,,"May 10, 1973",Dave Cochran
575,"5' 8""",155 lbs.,,,"May 01, 1986",Dakota Cochrane
576,"5' 9""",145 lbs.,"67""",,"Mar 31, 1981",Marloes Coenen
577,,185 lbs.,,,"Mar 03, 1972",Marc Cofer
578,"5' 9""",155 lbs.,,Southpaw,"Apr 29, 1984",John Cofer
579,,,,,,Chris Coggins
580,"5' 8""",135 lbs.,"69""",Orthodox,"Mar 31, 1994",Felipe Colares
581,"6' 1""",205 lbs.,,Orthodox,,Wayne Cole
582,"6' 4""",240 lbs.,,Orthodox,"Oct 01, 1976",Devin Cole
583,,185 lbs.,,,"Apr 24, 1989",Coltin Cole
584,"5' 9""",135 lbs.,,,"Nov 30, 1990",Ivan Cole
585,"6' 1""",205 lbs.,"75""",Orthodox,"Dec 20, 1964",Mark Coleman
586,"6' 1""",185 lbs.,,,"Jan 28, 1982",Cortez Coleman
587,"5' 11""",145 lbs.,"73""",Orthodox,"Mar 10, 1993",Clay Collard
588,"5' 3""",115 lbs.,"65""",Orthodox,"Nov 02, 1985",Jamie Colleen
589,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 25, 1988",Jake Collier
590,"6' 5""",265 lbs.,,Orthodox,"Jul 01, 1980",Christian Colombo
591,"6' 2""",205 lbs.,,Orthodox,"Jun 18, 1973",Wes Combs
592,"6' 2""",170 lbs.,"75""",Orthodox,"Apr 26, 1984",Carlos Condit
593,"6' 0""",335 lbs.,,Orthodox,,Chris Condo
594,"5' 10""",170 lbs.,"68""",Orthodox,"Dec 12, 1985",Tristan Connelly
595,"6' 2""",220 lbs.,,Orthodox,"Mar 14, 1982",Marcos Conrado Jr.
596,"6' 1""",240 lbs.,,Orthodox,"Jul 19, 1974",Jeremiah Constant
597,,155 lbs.,,,,Jonathan Contrestano
598,"5' 9""",170 lbs.,,Orthodox,,Bob Cook
599,"6' 1""",205 lbs.,,Orthodox,,Mike Cook
600,"6' 2""",205 lbs.,,,"Nov 07, 1979",Chad Cook
601,,205 lbs.,,,"Sep 08, 1982",TJ Cook
602,,205 lbs.,,,,Dewey Cooper
603,"6' 0""",170 lbs.,,Orthodox,"Jul 02, 1987",Brett Cooper
604,,155 lbs.,,,"May 05, 1984",Bill Cooper
605,"6' 1""",155 lbs.,,,,Bobby Cooper
606,"5' 3""",115 lbs.,"64""",Switch,"Oct 22, 1991",Amanda Cooper
607,"6' 0""",170 lbs.,,Orthodox,"Mar 17, 1977",Kit Cope
608,"6' 0""",170 lbs.,"72""",Orthodox,"Mar 05, 1983",Chris Cope
609,"6' 1""",265 lbs.,,Orthodox,"Oct 20, 1982",Josh Copeland
610,"6' 1""",170 lbs.,"77""",Southpaw,"Aug 24, 1989",Michael Cora
611,"5' 8""",145 lbs.,"68""",Orthodox,"Aug 27, 1982",Akira Corassani
612,"5' 10""",155 lbs.,,Orthodox,"May 18, 1978",Muhsin Corbbrey
613,"5' 11""",235 lbs.,"72""",Orthodox,"Mar 20, 1979",Daniel Cormier
614,,155 lbs.,,,,Clint Coronel
615,"5' 9""",145 lbs.,,,,Henry Corrales
616,"5' 5""",135 lbs.,"64""",Orthodox,"Jun 22, 1983",Bethe Correia
617,"6' 3""",260 lbs.,,Orthodox,"Nov 11, 1978",Wesley Correira
618,"5' 5""",135 lbs.,"65""",Orthodox,"Dec 10, 1993",Tracy Cortez
619,"6' 5""",255 lbs.,,,,Chad Corvin
620,"5' 9""",170 lbs.,"71""",Orthodox,"Aug 28, 1995",Louis Cosce
621,"5' 11""",170 lbs.,"71""",Switch,"Jul 15, 1994",Orion Cosce
622,"6' 4""",205 lbs.,,,,Miguel Cosio
623,"5' 7""",155 lbs.,,Orthodox,,Jadson Costa
624,,155 lbs.,,,,Guilherme Costa
625,"6' 1""",185 lbs.,"72""",Orthodox,"Apr 21, 1991",Paulo Costa
626,"5' 9""",135 lbs.,"73""",Switch,"Jul 06, 1994",Randy Costa
627,"5' 11""",170 lbs.,"75""",Orthodox,"Feb 29, 1980",Patrick Cote
628,"5' 9""",155 lbs.,,Orthodox,"Nov 04, 1989",JC Cottrell
629,"5' 6""",145 lbs.,,Orthodox,"May 17, 1994",JR Coughran
630,"5' 11""",205 lbs.,"76""",Orthodox,"Nov 27, 1981",Rashad Coulter
631,"5' 8""",170 lbs.,,,,Dave Courchaine
632,"6' 1""",205 lbs.,"75""",Orthodox,"Jun 22, 1963",Randy Couture
633,"5' 8""",135 lbs.,,Orthodox,"Dec 18, 1975",Kim Couture
634,"5' 10""",155 lbs.,"73""",Orthodox,"Aug 27, 1982",Ryan Couture
635,"5' 8""",185 lbs.,,,"Aug 04, 1969",Nikk Covert
636,"5' 11""",170 lbs.,"72""",Orthodox,"Feb 22, 1988",Colby Covington
637,"5' 10""",155 lbs.,,Orthodox,"Aug 02, 1968",Jeff Cox
638,"5' 10""",170 lbs.,"69""",Southpaw,"Jul 24, 1978",Nathan Coy
639,"6' 1""",170 lbs.,"76""",Orthodox,"Jan 15, 1986",Andrew Craig
640,"6' 3""",205 lbs.,"76""",Orthodox,"Nov 27, 1987",Paul Craig
641,"6' 2""",170 lbs.,,Orthodox,"Oct 31, 1985",Dan Cramer
642,"5' 5""",155 lbs.,,Orthodox,"Jul 14, 1976",Alberto Crane
643,"6' 3""",185 lbs.,"75""",Orthodox,"Jul 09, 1977",Tim Credeur
644,"5' 6""",155 lbs.,,Southpaw,"Jun 04, 1970",Paul Creighton
645,,145 lbs.,,,,Alexander Crispim
646,,155 lbs.,,,,Alex Crispin
647,"5' 11""",155 lbs.,"73""",Orthodox,"Jul 15, 1987",Kevin Croom
648,"6' 0""",155 lbs.,"72""",Southpaw,"Oct 04, 1994",Ken Cross
649,,155 lbs.,,,,Jeff Crotty
650,"6' 3""",245 lbs.,"76""",Orthodox,"Nov 08, 1989",Allen Crowder
651,"5' 8""",155 lbs.,"72""",Switch,"Jun 11, 1985",Daron Cruickshank
652,"5' 7""",155 lbs.,,Orthodox,"Nov 25, 1979",Richard Crunkilton
653,"6' 2""",205 lbs.,"74""",Orthodox,"Mar 04, 1996",Jimmy Crute
654,"6' 4""",232 lbs.,,Orthodox,"Apr 24, 1978",Marcio Cruz
655,"5' 8""",135 lbs.,"68""",Orthodox,"Mar 09, 1985",Dominick Cruz
656,"6' 0""",145 lbs.,"78""",Switch,"Sep 20, 1989",Aalon Cruz
657,"5' 7""",155 lbs.,,Orthodox,"Jul 23, 1986",Jay Cucciniello
658,"5' 10""",155 lbs.,"73""",Orthodox,"May 24, 1994",Josh Culibao
659,,145 lbs.,,,"Mar 25, 1986",Chris Culley
660,"5' 7""",139 lbs.,,Orthodox,"Apr 21, 1987",Abel Cullum
661,"6' 0""",185 lbs.,"75""",Southpaw,"Aug 02, 1984",Zak Cummings
662,,205 lbs.,,,,Everett Cummings
663,"6' 2""",205 lbs.,"76""",Orthodox,"Nov 16, 1980",Patrick Cummins
664,"6' 0""",170 lbs.,"74""",Orthodox,"Apr 27, 1980",Luke Cummo
665,"6' 2""",205 lbs.,"77""",Orthodox,"Jun 24, 1993",Alton Cunningham
666,"6' 2""",240 lbs.,,Orthodox,,Larry Cureton
667,"5' 6""",135 lbs.,"69""",Orthodox,"Sep 02, 1977",Jeff Curran
668,"5' 4""",115 lbs.,"65""",Orthodox,"Apr 11, 1991",Kailin Curran
669,"5' 9""",145 lbs.,,,"Aug 31, 1987",Pat Curran
670,"5' 10""",170 lbs.,,Orthodox,"Jul 15, 1987",Chris Curtis
671,"6' 1""",205 lbs.,"75""",Southpaw,"Dec 14, 1993",Ion Cutelaba
672,"5' 9""",155 lbs.,,Orthodox,"Feb 07, 1989",Gleidson Cutis
673,"5' 7""",145 lbs.,,,"Dec 13, 1980",Sarah D'alelio
674,"5' 4""",145 lbs.,,,"Mar 18, 1973",Marcos da Matta
675,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 01, 1989",Henrique da Silva
676,"5' 8""",155 lbs.,"73""",Orthodox,"Feb 04, 1996",Alex Da Silva
677,"6' 3""",240 lbs.,,,"Mar 08, 1985",Henrique Da Silva Lopes
678,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 16, 1984",Nicolas Dalby
679,"5' 9""",170 lbs.,"76""",Orthodox,"Feb 21, 1983",Paul Daley
680,"6' 2""",205 lbs.,,Orthodox,"Apr 05, 1978",Dave Dalgliesh
681,"6' 1""",205 lbs.,,Orthodox,,Richard Dalton
682,"5' 2""",115 lbs.,"64""",Orthodox,"Dec 24, 1987",Aisling Daly
683,"6' 0""",170 lbs.,,,,Marko Damiani
684,"5' 7""",155 lbs.,"71""",Orthodox,"Feb 03, 1980",Rodrigo Damm
685,"5' 4""",135 lbs.,,,,Carina Damm
686,"5' 7""",135 lbs.,,Orthodox,"Oct 26, 1984",Cindy Dandois
687,"6' 3""",265 lbs.,"74""",Orthodox,"Oct 15, 1983",Jarjis Danho
688,"6' 2""",185 lbs.,,Southpaw,,Raymond Daniels
689,,155 lbs.,,,,Marques Daniels
690,"6' 2""",238 lbs.,,Orthodox,"Mar 01, 1979",Alexandre Dantas
691,"5' 10""",135 lbs.,,,"Feb 03, 1989",Eduardo Dantas
692,"5' 8""",155 lbs.,"70""",Orthodox,"Jan 02, 1980",Mac Danzig
693,"5' 7""",155 lbs.,"68""",Orthodox,"Dec 18, 1986",Karen Darabedyan
694,"5' 10""",155 lbs.,"72""",Southpaw,"May 06, 1989",Beneil Dariush
695,"6' 0""",175 lbs.,,,"Dec 04, 1975",Sean Daugherty
696,"6' 3""",185 lbs.,"76""",Southpaw,"Feb 27, 1993",Kyle Daukaus
697,"6' 3""",250 lbs.,"76""",Orthodox,"Sep 25, 1989",Chris Daukaus
698,"5' 6""",145 lbs.,,,,Brian Davidson
699,"5' 9""",155 lbs.,,Orthodox,,Rick Davis
